CASO,EDAD,GENERO,GENERO,VINCULO,PROVINCIA,ID PROVINCIA,MODALIDAD,FECHA
1011,51,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2017-09-30
1012,25,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-10-06
1013,62,MUJER,0,PRINCIPAL,Santiago del Estero,21,DESCUARTIZAMIENTO,2017-10-06
1170,25,,3,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-10-07
1178,24,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-10-08
1014,29,MUJER,0,PRINCIPAL,Catamarca,1,AHORCAMIENTO,2017-10-09
1015,43,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2017-10-17
1016,26,TRANSGENERO,3,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2017-10-18
1018,20,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2017-10-20
1019,37,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-10-23
1021,33,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2017-10-24
1021,2,MUJER,0,VINCULADO,Santa Fe,20,ACUCHILLAMIENTO,2017-10-24
1020,22,MUJER,0,PRINCIPAL,Chaco,2,GOLPES,2017-10-24
1022,27,MUJER,0,PRINCIPAL,Entre Ríos,7,ACUCHILLAMIENTO,2017-10-25
1023,54,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2017-10-28
1024,23,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2017-10-29
1173,24,MUJER,0,PRINCIPAL,Santa Fe,20,OTROS,2017-11-06
1026,22,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2017-11-07
1175,14,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-11-09
1027,26,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-11-11
1180,31,MUJER,0,PRINCIPAL,Tucumán,23,GOLPES,2017-11-20
1061,35,MUJER,0,PRINCIPAL,Jujuy,9,QUEMADURAS,2017-11-21
1147,23,,3,PRINCIPAL,Buenos Aires,0,GOLPES,2017-11-22
1184,30,MUJER,0,PRINCIPAL,Tucumán,23,GOLPES,2017-11-23
1185,21,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2017-11-24
1028,44,MUJER,0,PRINCIPAL,Entre Ríos,7,ACUCHILLAMIENTO,2017-11-25
1187,85,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2017-11-25
1036,22,MUJER,0,PRINCIPAL,Catamarca,1,QUEMADURAS,2017-11-27
1031,34,MUJER,0,PRINCIPAL,Formosa,8,ACUCHILLAMIENTO,2017-11-29
1190,3,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2017-11-29
1032,38,MUJER,0,PRINCIPAL,Salta,16,DISPARO DE BALA,2017-12-01
1039,26,MUJER,0,PRINCIPAL,Misiones,13,ASFIXIA,2017-12-02
1040,32,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-12-02
1182,20,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-12-03
1034,19,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-12-06
1035,75,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-12-06
1048,17,MUJER,0,PRINCIPAL,Salta,16,ASFIXIA,2017-12-07
1037,20,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-12-08
1041,64,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-12-08
1043,42,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2017-12-08
1047,20,MUJER,0,PRINCIPAL,Tucumán,23,QUEMADURAS,2017-12-08
1042,43,MUJER,0,PRINCIPAL,Misiones,13,DISPARO DE BALA,2017-12-09
1038,32,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-12-11
1057,41,MUJER,0,PRINCIPAL,Chaco,2,DISPARO DE BALA,2017-12-13
1198,48,MUJER,0,VINCULADO,Buenos Aires,0,DISPARO DE BALA,2017-12-13
1066,26,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2017-12-17
1053,24,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2017-12-18
1044,42,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-12-19
1049,52,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ESTRANGULAMIENTO,2017-12-19
1192,47,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-12-22
1065,50,MUJER,0,PRINCIPAL,Corrientes,6,OTROS,2017-12-24
1196,30,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-12-24
1199,17,,3,PRINCIPAL,Santiago del Estero,21,DEGOLLAMIENTO,2017-12-24
1055,53,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-12-25
1060,18,MUJER,0,PRINCIPAL,Santa Fe,20,QUEMADURAS,2017-12-25
1078,49,MUJER,0,PRINCIPAL,Santa Fe,20,OTROS,2017-12-28
1062,34,TRANSGENERO,3,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-12-29
1064,19,MUJER,0,VINCULADO,Santa Fe,20,DISPARO DE BALA,2017-12-29
1064,35,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-12-29
1183,29,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-12-31
1067,16,MUJER,0,PRINCIPAL,Corrientes,6,ABUSO SEXUAL,2018-01-02
1063,60,MUJER,0,PRINCIPAL,Jujuy,9,,2018-01-04
1058,23,MUJER,0,PRINCIPAL,Santa Fe,20,AHORCAMIENTO,2018-01-06
1051,31,MUJER,0,PRINCIPAL,La Rioja,11,GOLPES,2018-01-08
1052,25,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2018-01-10
1054,39,MUJER,0,PRINCIPAL,Neuquen,14,DISPARO DE BALA,2018-01-11
1113,16,MUJER,0,PRINCIPAL,Formosa,8,ABUSO SEXUAL,2018-01-13
1200,28,,3,PRINCIPAL,Buenos Aires,0,AHOGAMIENTO,2018-01-13
1291,70,MUJER,0,VINCULADO,Tucumán,23,ACUCHILLAMIENTO,2018-01-13
1101,47,MUJER,0,PRINCIPAL,Neuquen,14,ACUCHILLAMIENTO,2018-01-14
1070,4,MUJER,0,PRINCIPAL,Córdoba,5,ABUSO SEXUAL,2018-01-15
1071,53,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2018-01-22
1072,50,MUJER,0,PRINCIPAL,Tucumán,23,DISPARO DE BALA,2018-01-24
1073,38,MUJER,0,PRINCIPAL,San Luis,18,AHORCAMIENTO,2018-01-28
1116,20,MUJER,0,PRINCIPAL,Chaco,2,APUÑALAMIENTO,2018-01-29
1076,43,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-02-01
1082,27,MUJER,0,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2018-02-04
1081,38,MUJER,0,PRINCIPAL,Chubut,3,QUEMADURAS,2018-02-05
1094,59,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2018-02-05
1084,54,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DEGOLLAMIENTO,2018-02-08
1083,45,TRANSGENERO,3,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2018-02-09
1086,14,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2018-02-10
1087,25,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2018-02-13
1087,51,MUJER,0,VINCULADO,Mendoza,12,GOLPES,2018-02-13
1077,19,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2018-02-14
1080,64,MUJER,0,PRINCIPAL,Misiones,13,DISPARO DE BALA,2018-02-14
1085,60,MUJER,0,PRINCIPAL,Jujuy,9,QUEMADURAS,2018-02-14
1222,16,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2018-02-16
1089,32,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2018-02-20
1079,30,MUJER,0,PRINCIPAL,Neuquen,14,ACUCHILLAMIENTO,2018-02-22
1079,7,MUJER,0,VINCULADO,Neuquen,14,ACUCHILLAMIENTO,2018-02-22
1088,11,MUJER,0,PRINCIPAL,Buenos Aires,0,ABUSO SEXUAL,2018-02-25
1091,23,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2018-02-28
1106,21,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2018-02-28
1090,31,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2018-03-02
1123,59,MUJER,0,PRINCIPAL,Mendoza,12,APUÑALAMIENTO,2018-03-05
1092,43,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2018-03-08
1097,30,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-03-25
1105,30,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-03-25
1098,44,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2018-03-26
1217,32,MUJER,0,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2018-03-26
1100,69,MUJER,0,PRINCIPAL,Neuquen,14,GOLPES,2018-03-29
1102,26,MUJER,0,PRINCIPAL,Tucumán,23,OTROS,2018-03-30
1103,23,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2018-04-02
1108,31,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2018-04-06
1108,11,MUJER,0,VINCULADO,Buenos Aires,0,QUEMADURAS,2018-04-06
1108,8,MUJER,0,VINCULADO,Buenos Aires,0,QUEMADURAS,2018-04-06
1111,16,MUJER,0,PRINCIPAL,Santa Fe,20,OTROS,2018-04-13
1107,18,MUJER,0,PRINCIPAL,Chaco,2,DEGOLLAMIENTO,2018-04-15
1107,22,MUJER,0,PRINCIPAL,Chaco,2,DEGOLLAMIENTO,2018-04-15
1114,30,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2018-04-16
1118,57,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2018-04-18
1112,38,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-04-20
1115,38,MUJER,0,PRINCIPAL,Chaco,2,,2018-04-21
1109,51,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-04-23
1110,50,MUJER,0,PRINCIPAL,Córdoba,5,APUÑALAMIENTO,2018-05-02
1122,43,,3,PRINCIPAL,Buenos Aires,0,,2018-05-03
1119,44,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2018-05-10
1120,60,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2018-05-14
1130,30,MUJER,0,PRINCIPAL,Misiones,13,AHORCAMIENTO,2018-05-15
1121,38,MUJER,0,PRINCIPAL,Córdoba,5,ABUSO SEXUAL,2018-05-18
1131,33,MUJER,0,PRINCIPAL,Buenos Aires,0,,2018-05-28
1126,56,MUJER,0,PRINCIPAL,Río Negro,15,APUÑALAMIENTO,2018-05-29
1125,68,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2018-06-03
1127,40,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2018-06-05
1145,60,MUJER,0,PRINCIPAL,Río Negro,15,DISPARO DE BALA,2018-06-05
1129,58,MUJER,0,PRINCIPAL,Entre Ríos,7,GOLPES,2018-06-07
1129,30,MUJER,0,PRINCIPAL,Entre Ríos,7,GOLPES,2018-06-07
1138,19,MUJER,0,PRINCIPAL,Corrientes,6,GOLPES,2018-06-11
1132,25,MUJER,0,PRINCIPAL,Chubut,3,APUÑALAMIENTO,2018-06-14
1134,38,MUJER,0,PRINCIPAL,Corrientes,6,APUÑALAMIENTO,2018-06-17
1189,48,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2018-06-18
1133,30,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2018-06-19
1136,35,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2018-06-19
1137,27,,3,PRINCIPAL,San Juan,17,DESCUARTIZAMIENTO,2018-06-19
1141,24,MUJER,0,PRINCIPAL,San Juan,17,APUÑALAMIENTO,2018-06-27
1139,43,MUJER,0,VINCULADO,Córdoba,5,,2018-06-28
1140,30,MUJER,0,PRINCIPAL,Río Negro,15,ACUCHILLAMIENTO,2018-06-28
1148,19,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2018-07-05
1144,37,MUJER,0,PRINCIPAL,Chubut,3,DISPARO DE BALA,2018-07-08
1181,39,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2018-07-08
1146,26,MUJER,0,PRINCIPAL,Tucumán,23,AHORCAMIENTO,2018-07-16
1174,28,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-07-17
1176,22,MUJER,0,PRINCIPAL,Mendoza,12,ACUCHILLAMIENTO,2018-07-22
1176,47,MUJER,0,VINCULADO,Mendoza,12,ACUCHILLAMIENTO,2018-07-22
1188,17,MUJER,0,PRINCIPAL,Misiones,13,DISPARO DE BALA,2018-07-22
1186,19,MUJER,0,PRINCIPAL,Entre Ríos,7,ACUCHILLAMIENTO,2018-07-25
1193,29,MUJER,0,VINCULADO,Tucumán,23,DISPARO DE BALA,2018-08-03
1193,23,MUJER,0,PRINCIPAL,Tucumán,23,DISPARO DE BALA,2018-08-03
1197,52,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2018-08-20
1205,15,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2018-08-24
1206,33,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2018-08-24
1204,38,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2018-08-25
1203,16,MUJER,0,PRINCIPAL,Santa Fe,20,ABUSO SEXUAL,2018-08-25
1227,29,MUJER,0,PRINCIPAL,Formosa,8,DISPARO DE BALA,2018-08-30
1218,22,MUJER,0,PRINCIPAL,La Pampa,10,ACUCHILLAMIENTO,2018-09-04
1212,22,MUJER,0,PRINCIPAL,Misiones,13,ESTRANGULAMIENTO,2018-09-10
1220,39,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2018-09-11
1213,43,MUJER,0,PRINCIPAL,Santiago del Estero,21,GOLPES,2018-09-12
1210,20,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2018-09-16
1210,54,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2018-09-16
1225,29,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2018-09-16
1292,28,MUJER,0,PRINCIPAL,Jujuy,9,ESTRANGULAMIENTO,2018-09-16
1221,30,MUJER,0,PRINCIPAL,Formosa,8,DISPARO DE BALA,2018-09-18
1215,39,MUJER,0,PRINCIPAL,Salta,16,APUÑALAMIENTO,2018-09-21
1226,14,MUJER,0,PRINCIPAL,Tucumán,23,,2018-09-21
1224,27,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2018-09-24
1228,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-10-01
1229,49,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2018-10-03
1245,40,MUJER,0,PRINCIPAL,Corrientes,6,GOLPES,2018-10-05
1230,55,MUJER,0,PRINCIPAL,Río Negro,15,GOLPES,2018-10-10
1311,40,TRANSGENERO,3,PRINCIPAL,Santa Fe,20,AHORCAMIENTO,2018-10-10
1238,19,MUJER,0,PRINCIPAL,Chaco,2,ACUCHILLAMIENTO,2018-10-13
1235,30,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2018-10-14
1240,25,MUJER,0,PRINCIPAL,Buenos Aires,0,Empalamiento,2018-10-14
1239,56,MUJER,0,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2018-10-15
1234,10,MUJER,0,PRINCIPAL,Buenos Aires,0,ABUSO SEXUAL,2018-10-18
1236,23,MUJER,0,PRINCIPAL,Santa Fe,20,QUEMADURAS,2018-10-22
1233,49,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2018-10-25
1247,9,MUJER,0,PRINCIPAL,Buenos Aires,0,ABUSO SEXUAL,2018-10-25
1231,58,MUJER,0,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2018-10-27
1232,19,MUJER,0,PRINCIPAL,Tucumán,23,ACUCHILLAMIENTO,2018-10-27
1241,46,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2018-10-28
1242,41,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2018-10-30
1248,17,MUJER,0,PRINCIPAL,Córdoba,5,ABUSO SEXUAL,2018-11-04
1243,39,MUJER,0,PRINCIPAL,Mendoza,12,DEGOLLAMIENTO,2018-11-05
1244,37,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2018-11-06
1253,20,MUJER,0,PRINCIPAL,Santa Fe,20,APUÑALAMIENTO,2018-11-07
1250,39,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2018-11-09
1223,27,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2018-11-10
1251,29,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-11-14
1303,33,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2018-11-17
1254,34,MUJER,0,PRINCIPAL,Buenos Aires,0,,2018-11-21
1299,15,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2018-11-21
1307,27,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-11-28
1257,34,MUJER,0,PRINCIPAL,Entre Ríos,7,APUÑALAMIENTO,2018-12-02
1308,63,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2018-12-02
1293,20,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2018-12-08
1298,35,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2018-12-08
1255,46,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2018-12-09
1256,56,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2018-12-09
1261,51,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2018-12-16
1287,30,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2018-12-17
1259,27,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2019-01-01
1265,32,MUJER,0,PRINCIPAL,Chaco,2,,2019-01-04
1258,61,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2019-01-06
1260,24,MUJER,0,PRINCIPAL,Córdoba,5,ABUSO SEXUAL,2019-01-07
1262,33,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-01-08
1266,10,MUJER,0,VINCULADO,Buenos Aires,0,APUÑALAMIENTO,2019-01-08
1267,64,MUJER,0,PRINCIPAL,San Juan,17,QUEMADURAS,2019-01-10
1263,17,MUJER,0,PRINCIPAL,Santa Fe,20,,2019-01-13
1264,38,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2019-01-15
1271,26,MUJER,0,PRINCIPAL,Buenos Aires,0,,2019-01-16
1277,47,MUJER,0,PRINCIPAL,Buenos Aires,0,ENVENENAMIENTO,2019-01-16
1269,28,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,AHOGAMIENTO,2019-01-19
1275,23,,3,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2019-01-20
1270,49,MUJER,0,PRINCIPAL,Mendoza,12,APUÑALAMIENTO,2019-01-21
1274,32,,3,PRINCIPAL,Corrientes,6,GOLPES,2019-01-21
1282,65,MUJER,0,PRINCIPAL,Santa Fe,20,ASFIXIA,2019-01-21
1272,32,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-01-22
1273,33,TRANSGENERO,3,PRINCIPAL,Entre Ríos,7,,2019-01-25
1278,13,MUJER,0,PRINCIPAL,Chaco,2,,2019-01-25
1280,31,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2019-01-25
1279,40,MUJER,0,PRINCIPAL,Río Negro,15,DISPARO DE BALA,2019-01-30
1286,32,MUJER,0,PRINCIPAL,Entre Ríos,7,GOLPES,2019-02-02
1288,20,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-02-02
1284,64,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2019-02-04
1283,34,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2019-02-05
1290,26,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2019-02-08
1289,25,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2019-02-11
1296,47,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2019-02-11
1297,21,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-02-18
1294,24,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2019-02-22
1305,49,MUJER,0,PRINCIPAL,Formosa,8,ACUCHILLAMIENTO,2019-03-02
1295,38,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2019-03-04
1304,20,MUJER,0,PRINCIPAL,Misiones,13,ASFIXIA,2019-03-04
1306,30,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-03-04
1301,13,MUJER,0,PRINCIPAL,Corrientes,6,DISPARO DE BALA,2019-03-06
1345,29,MUJER,0,PRINCIPAL,Catamarca,1,SUICIDIO INDUCIDO,2019-03-07
1300,43,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-03-12
1312,44,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2019-03-14
1315,59,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2019-03-16
1313,54,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2019-03-17
1314,37,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DESCUARTIZAMIENTO,2019-03-17
1342,27,MUJER,0,PRINCIPAL,Chubut,3,DISPARO DE BALA,2019-03-18
1316,59,MUJER,0,PRINCIPAL,Catamarca,1,GOLPES,2019-03-27
1320,27,MUJER,0,PRINCIPAL,Tucumán,23,APUÑALAMIENTO,2019-03-28
1329,38,MUJER,0,PRINCIPAL,Catamarca,1,ASFIXIA,2019-03-29
1343,27,MUJER,0,PRINCIPAL,Misiones,13,DEGOLLAMIENTO,2019-04-04
1319,11,MUJER,0,PRINCIPAL,La Rioja,11,ABUSO SEXUAL,2019-04-14
1322,18,MUJER,0,PRINCIPAL,Salta,16,ABUSO SEXUAL,2019-04-14
1317,45,MUJER,0,PRINCIPAL,Córdoba,5,ASFIXIA,2019-04-20
1318,38,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2019-04-23
1340,25,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2019-05-08
1323,99,MUJER,0,PRINCIPAL,Chaco,2,DISPARO DE BALA,2019-05-14
1324,11,MUJER,0,PRINCIPAL,La Rioja,11,ABUSO SEXUAL,2019-05-14
1341,40,MUJER,0,PRINCIPAL,Chubut,3,ACUCHILLAMIENTO,2019-05-17
1326,51,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-05-18
1335,10,MUJER,0,VINCULADO,Santa Fe,20,ACUCHILLAMIENTO,2019-05-26
1335,34,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2019-05-26
1333,18,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2019-06-01
1334,43,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-06-12
1328,62,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2019-06-23
1331,85,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2019-06-24
1330,30,MUJER,0,PRINCIPAL,La Pampa,10,ACUCHILLAMIENTO,2019-06-25
1336,19,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2019-07-07
1349,37,TRANSGENERO,3,PRINCIPAL,Entre Ríos,7,ACUCHILLAMIENTO,2019-07-18
1351,22,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2019-08-07
1348,16,MUJER,0,PRINCIPAL,Chaco,2,OTROS,2019-08-12
1346,15,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2019-08-21
1347,16,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2019-08-25
1352,18,MUJER,0,PRINCIPAL,Río Negro,15,DESCUARTIZAMIENTO,2019-09-13
